playerId,gameweek,name,minutes-played,team,opponent,clean-sheet,goals-conceded,saves,penalty-saves,yellow-cards,red-cards,bonus,total
178,7,Schmeichel,90,LEI,BUR,0,2,2,0,0,0,0,1
200,7,Mignolet,90,LIV,WBA,0,1,3,0,0,0,0,3
422,7,Mannone,90,SUN,STK,0,1,4,0,0,0,0,3
448,7,Fabianski,90,SWA,NEW,0,2,2,0,0,0,0,1
30,7,Guzan,90,AVL,MCI,0,2,5,0,0,0,0,2
130,7,Howard,90,EVE,MUN,0,2,2,0,1,0,0,0
1,7,Szczesny,90,ARS,CHE,0,2,1,0,0,0,0,1
560,7,Forster,90,SOU,TOT,0,1,2,0,0,0,0,2
318,7,Green,90,QPR,WHU,0,2,2,0,0,0,0,1
257,7,De Gea,90,MUN,EVE,0,1,4,1,0,0,0,8
77,7,Cech,67,CHE,ARS,1,0,0,0,0,0,0,6
78,7,Courtois,23,CHE,ARS,0,0,0,0,0,0,0,1
364,7,Lloris,90,TOT,SOU,1,0,3,0,0,0,2,9
498,7,Adrián,90,WHU,QPR,1,0,3,0,0,0,0,7
364,8,Lloris,90,TOT,MCI,0,4,8,1,0,0,1,8
156,8,Harper,42,HUL,ARS,0,1,4,0,0,0,0,2
618,8,Jakupovic,48,HUL,ARS,0,1,3,0,0,0,0,2
498,8,Adrián,90,WHU,BUR,0,1,2,0,0,0,0,2
78,8,Courtois,90,CHE,CRY,0,1,3,0,0,0,0,3
30,8,Guzan,90,AVL,EVE,0,3,3,0,0,0,0,2
178,8,Schmeichel,90,LEI,NEW,0,1,5,0,0,0,0,3
422,8,Mannone,90,SUN,SOU,0,8,4,0,0,0,0,-1
231,8,Hart,90,MCI,TOT,0,1,6,1,0,0,0,9
1,8,Szczesny,90,ARS,HUL,0,2,2,0,0,0,0,1
58,8,Heaton,90,BUR,WHU,0,3,2,0,0,0,0,1
104,8,Speroni,90,CRY,CHE,0,2,2,0,0,0,0,1
130,8,Howard,90,EVE,AVL,1,0,2,0,0,0,0,6
288,8,Krul,90,NEW,LEI,1,0,2,0,0,0,0,6
560,8,Forster,90,SOU,SUN,1,0,2,0,0,0,0,6
200,8,Mignolet,90,LIV,QPR,0,2,4,0,0,0,0,2
448,8,Fabianski,90,SWA,STK,0,2,1,0,0,0,0,1
607,8,McCarthy,90,QPR,LIV,0,3,4,0,0,0,0,2
395,8,Begovic,90,STK,SWA,0,1,3,0,0,0,0,3
257,8,De Gea,90,MUN,WBA,0,2,0,0,0,0,0,1
476,8,Myhill,90,WBA,MUN,0,2,5,0,0,0,0,2
231,9,Hart,90,MCI,WHU,0,2,2,0,0,0,0,1
618,9,Jakupovic,90,HUL,LIV,1,0,3,0,0,0,0,7
395,9,Begovic,90,STK,SOU,0,1,1,0,0,0,0,2
1,9,Szczesny,90,ARS,SUN,1,0,3,0,0,0,0,7
104,9,Speroni,54,CRY,WBA,0,1,2,0,0,0,0,1
105,9,Hennessey,36,CRY,WBA,0,1,0,0,0,0,0,1
178,9,Schmeichel,90,LEI,SWA,0,2,1,0,0,0,0,1
498,9,Adrián,90,WHU,MCI,0,1,4,0,0,0,0,3
200,9,Mignolet,90,LIV,HUL,1,0,3,0,0,0,0,7
560,9,Forster,90,SOU,STK,1,0,1,0,0,0,0,6
422,9,Mannone,90,SUN,ARS,0,2,3,0,0,0,0,2
477,9,Foster,90,WBA,CRY,0,2,4,0,0,0,0,2
448,9,Fabianski,90,SWA,LEI,1,0,4,0,0,0,0,7
130,9,Howard,90,EVE,BUR,0,1,2,0,0,0,0,2
288,9,Krul,90,NEW,TOT,0,1,1,0,1,0,0,1
78,9,Courtois,90,CHE,MUN,0,1,6,0,0,0,0,4
58,9,Heaton,90,BUR,EVE,0,3,3,0,0,0,0,2
364,9,Lloris,90,TOT,NEW,0,2,0,0,0,0,0,1
257,9,De Gea,90,MUN,CHE,0,1,3,0,0,0,0,3
30,9,Guzan,90,AVL,QPR,0,2,2,0,0,0,0,1
318,9,Green,90,QPR,AVL,1,0,6,0,0,0,1,9
200,10,Mignolet,90,LIV,NEW,0,1,1,0,0,0,0,2
58,10,Heaton,90,BUR,ARS,0,3,8,0,0,0,0,3
318,10,Green,90,QPR,CHE,0,2,6,0,0,0,0,3
448,10,Fabianski,90,SWA,EVE,1,0,3,0,0,0,0,7
560,10,Forster,90,SOU,HUL,1,0,1,0,0,0,0,6
477,10,Foster,90,WBA,LEI,1,0,5,0,0,0,3,10
498,10,Adrián,90,WHU,STK,0,2,4,0,0,0,0,2
288,10,Krul,90,NEW,LIV,1,0,3,0,0,0,1,8
1,10,Szczesny,90,ARS,BUR,1,0,2,0,0,0,0,6
78,10,Courtois,90,CHE,QPR,0,1,0,0,0,0,0,2
130,10,Howard,90,EVE,SWA,1,0,0,0,0,0,0,6
618,10,Jakupovic,90,HUL,SOU,0,1,2,0,0,0,0,2
178,10,Schmeichel,90,LEI,WBA,0,1,3,0,0,0,0,3
395,10,Begovic,90,STK,WHU,0,2,0,0,0,0,0,1
257,10,De Gea,90,MUN,MCI,0,1,5,0,0,0,0,3
364,10,Lloris,90,TOT,AVL,0,1,0,0,0,0,0,2
231,10,Hart,90,MCI,MUN,1,0,2,0,0,0,0,6
30,10,Guzan,90,AVL,TOT,0,2,5,0,0,0,0,2
423,10,Pantilimon,90,SUN,CRY,0,1,1,0,1,0,0,1
104,10,Speroni,90,CRY,SUN,0,3,4,0,0,0,0,2
78,11,Courtois,90,CHE,LIV,0,1,3,0,1,0,0,2
156,11,Harper,90,HUL,BUR,0,1,2,0,0,0,0,2
104,11,Speroni,90,CRY,MUN,0,1,3,0,0,0,0,3
178,11,Schmeichel,90,LEI,SOU,0,2,4,0,0,0,0,2
30,11,Guzan,90,AVL,WHU,1,0,5,0,0,0,0,7
231,11,Hart,90,MCI,QPR,0,2,3,0,0,0,0,2
200,11,Mignolet,90,LIV,CHE,0,2,3,0,0,0,0,2
58,11,Heaton,90,BUR,HUL,1,0,1,0,0,0,1,7
257,11,De Gea,90,MUN,CRY,1,0,1,0,0,0,0,6
560,11,Forster,90,SOU,LEI,1,0,0,0,0,0,0,6
498,11,Adrián,90,WHU,AVL,1,0,4,0,0,0,0,7
318,11,Green,90,QPR,MCI,0,2,2,0,0,0,0,1
395,11,Begovic,90,STK,TOT,0,1,3,0,1,0,0,2
130,11,Howard,90,EVE,SUN,0,1,1,0,0,0,0,2
288,11,Krul,90,NEW,WBA,1,0,2,0,0,0,0,6
1,11,Szczesny,90,ARS,SWA,0,2,3,0,0,0,0,2
364,11,Lloris,90,TOT,STK,0,2,2,0,0,0,0,1
423,11,Pantilimon,90,SUN,EVE,0,1,6,0,0,0,0,4
477,11,Foster,90,WBA,NEW,0,2,1,0,0,0,0,1
448,11,Fabianski,90,SWA,ARS,0,1,3,0,0,0,0,3
477,12,Foster,90,WBA,CHE,0,2,6,0,0,0,0,3
498,12,Adrián,90,WHU,EVE,0,2,2,0,0,0,0,1
423,12,Pantilimon,90,SUN,LEI,1,0,4,0,0,0,2,9
448,12,Fabianski,90,SWA,MCI,0,2,8,0,0,0,0,3
318,12,Green,90,QPR,NEW,0,1,5,0,0,0,0,3
58,12,Heaton,90,BUR,STK,0,1,3,0,1,0,0,2
257,12,De Gea,90,MUN,ARS,0,1,8,0,0,0,0,4
78,12,Courtois,90,CHE,WBA,1,0,1,0,0,0,0,6
130,12,Howard,90,EVE,WHU,0,1,2,0,0,0,0,2
178,12,Schmeichel,90,LEI,SUN,1,0,5,0,0,0,1,8
231,12,Hart,90,MCI,SWA,0,1,2,0,0,0,0,2
288,12,Krul,90,NEW,QPR,1,0,4,0,0,0,2,9
395,12,Begovic,90,STK,BUR,0,2,2,0,0,0,0,1
1,12,Szczesny,58,ARS,MUN,0,1,0,0,0,0,0,1
572,12,Martinez,32,ARS,MUN,0,1,1,0,0,0,0,1
200,12,Mignolet,90,LIV,CRY,0,3,2,0,0,0,0,1
364,12,Lloris,90,TOT,HUL,0,1,1,0,0,0,0,2
104,12,Speroni,90,CRY,LIV,0,1,0,0,0,0,0,2
155,12,McGregor,90,HUL,TOT,0,2,4,0,0,0,0,2
560,12,Forster,90,SOU,AVL,0,1,0,0,0,0,0,2
30,12,Guzan,90,AVL,SOU,0,1,3,0,0,0,0,3
572,13,Martinez,90,ARS,WBA,1,0,1,0,0,0,0,6
30,13,Guzan,90,AVL,BUR,0,1,3,0,0,0,0,3
395,13,Begovic,90,STK,LIV,0,1,2,0,0,0,0,2
155,13,McGregor,90,HUL,MUN,0,3,2,0,0,0,0,1
178,13,Schmeichel,90,LEI,QPR,0,3,3,0,0,0,0,2
104,13,Speroni,90,CRY,SWA,0,1,3,0,0,0,0,3
289,13,Elliot,90,NEW,WHU,0,1,2,0,0,0,0,2
78,13,Courtois,90,CHE,SUN,1,0,3,0,0,0,0,7
477,13,Foster,90,WBA,ARS,0,1,4,0,0,0,0,3
58,13,Heaton,90,BUR,AVL,0,1,6,0,0,0,0,4
200,13,Mignolet,90,LIV,STK,1,0,3,0,0,0,0,7
257,13,De Gea,90,MUN,HUL,1,0,2,0,0,0,0,6
318,13,Green,90,QPR,LEI,0,2,2,0,1,0,0,0
448,13,Fabianski,90,SWA,CRY,0,1,4,0,0,0,0,3
498,13,Adrián,90,WHU,NEW,1,0,1,0,0,0,0,6
423,13,Pantilimon,90,SUN,CHE,1,0,6,0,0,0,2,10
231,13,Hart,90,MCI,SOU,1,0,4,0,0,0,1,8
130,13,Howard,90,EVE,TOT,0,2,4,0,0,0,0,2
560,13,Forster,90,SOU,MCI,0,3,2,0,0,0,0,1
364,13,Lloris,90,TOT,EVE,0,1,4,0,0,0,0,3
289,14,Elliot,90,NEW,BUR,0,1,1,0,0,0,0,2
200,14,Mignolet,90,LIV,LEI,0,1,3,0,0,0,0,1
395,14,Begovic,90,STK,MUN,0,2,1,0,0,0,0,1
318,14,Green,90,QPR,SWA,0,2,5,0,0,0,0,2
30,14,Guzan,90,AVL,CRY,1,0,5,0,0,0,0,7
498,14,Adrián,90,WHU,WBA,0,1,4,0,0,0,0,3
58,14,Heaton,90,BUR,NEW,0,1,3,0,0,0,0,3
178,14,Schmeichel,90,LEI,LIV,0,3,0,0,0,0,0,1
257,14,De Gea,90,MUN,STK,0,1,2,0,0,0,0,2
448,14,Fabianski,90,SWA,QPR,1,0,1,0,0,0,0,6
104,14,Speroni,90,CRY,AVL,0,1,2,0,0,0,0,2
477,14,Foster,90,WBA,WHU,0,2,4,0,0,0,0,2
560,14,Forster,90,SOU,ARS,0,1,7,0,0,0,0,4
364,14,Lloris,90,TOT,CHE,0,3,5,0,0,0,0,2
155,14,McGregor,90,HUL,EVE,0,1,4,0,0,0,0,3
231,14,Hart,90,MCI,SUN,0,1,1,0,0,0,0,2
572,14,Martinez,90,ARS,SOU,1,0,1,0,0,0,0,6
78,14,Courtois,90,CHE,TOT,1,0,2,0,0,0,0,6
130,14,Howard,90,EVE,HUL,0,1,0,0,0,0,0,2
423,14,Pantilimon,90,SUN,MCI,0,4,0,0,0,0,0,0
78,15,Courtois,90,CHE,NEW,0,2,1,0,0,0,0,1
477,15,Foster,90,WBA,HUL,1,0,2,0,0,0,0,6
423,15,Pantilimon,90,SUN,LIV,1,0,2,0,0,0,0,6
58,15,Heaton,90,BUR,QPR,0,2,3,0,0,0,0,2
104,15,Speroni,90,CRY,TOT,1,0,2,0,0,0,0,6
572,15,Martinez,90,ARS,STK,0,3,1,0,0,0,0,1
130,15,Howard,90,EVE,MCI,0,1,2,0,0,0,0,2
289,15,Elliot,45,NEW,CHE,0,0,2,0,0,0,0,1
636,15,Alnwick,45,NEW,CHE,0,1,5,0,0,0,0,2
155,15,McGregor,90,HUL,WBA,1,0,3,1,0,0,3,15
200,15,Mignolet,90,LIV,SUN,1,0,1,0,0,0,0,6
318,15,Green,90,QPR,BUR,1,0,3,0,0,0,0,7
364,15,Lloris,90,TOT,CRY,1,0,4,0,0,0,0,7
395,15,Begovic,90,STK,ARS,0,2,4,0,0,0,0,2
231,15,Hart,90,MCI,EVE,1,0,2,0,0,0,0,6
448,15,Fabianski,67,SWA,WHU,0,3,2,0,0,1,0,-2
535,15,Tremmel,20,SWA,WHU,0,1,2,0,0,0,0,1
178,15,Schmeichel,90,LEI,AVL,0,2,5,0,0,0,0,2
498,15,Adrián,90,WHU,SWA,0,1,1,0,0,0,0,2
30,15,Guzan,90,AVL,LEI,0,1,3,0,0,0,0,3
257,15,De Gea,90,MUN,SOU,0,1,3,0,0,0,0,3
560,15,Forster,90,SOU,MUN,0,2,0,0,0,0,0,1
560,16,Forster,90,SOU,BUR,0,1,2,0,0,0,0,2
155,16,McGregor,90,HUL,CHE,0,2,1,0,0,0,0,1
395,16,Begovic,90,STK,CRY,0,1,3,0,0,0,0,3
231,16,Hart,90,MCI,LEI,1,0,1,0,1,0,0,5
498,16,Adrián,90,WHU,SUN,0,1,3,0,0,0,0,3
30,16,Guzan,90,AVL,WBA,0,1,4,0,0,0,0,3
636,16,Alnwick,90,NEW,ARS,0,4,0,0,0,0,0,0
58,16,Heaton,90,BUR,SOU,1,0,4,1,0,0,3,15
77,16,Cech,90,CHE,HUL,1,0,0,0,0,0,0,6
104,16,Speroni,90,CRY,STK,0,1,2,0,0,0,0,2
179,16,Hamer,90,LEI,MCI,0,1,3,0,0,0,0,3
423,16,Pantilimon,90,SUN,WHU,0,1,7,0,0,0,0,4
477,16,Foster,90,WBA,AVL,1,0,2,0,0,0,0,6
1,16,Szczesny,90,ARS,NEW,0,1,3,0,0,0,0,3
555,16,Jones,90,LIV,MUN,0,3,3,0,0,0,0,2
364,16,Lloris,90,TOT,SWA,0,1,2,0,0,0,0,2
257,16,de Gea,90,MUN,LIV,1,0,8,0,0,0,0,8
535,16,Tremmel,90,SWA,TOT,0,2,2,0,0,0,0,1
318,16,Green,90,QPR,EVE,0,3,2,0,0,0,0,1
130,16,Howard,90,EVE,QPR,0,1,3,0,0,0,0,3
104,17,Speroni,90,CRY,MCI,0,3,0,0,0,0,0,1
257,17,de Gea,90,MUN,AVL,0,1,3,0,0,0,0,3
448,17,Fabianski,90,SWA,HUL,1,0,3,0,0,0,1,8
477,17,Foster,90,WBA,QPR,0,3,4,0,0,0,0,2
130,17,Howard,90,EVE,SOU,0,3,1,0,0,0,0,1
58,17,Heaton,90,BUR,TOT,0,2,4,0,0,0,0,2
179,17,Hamer,90,LEI,WHU,0,2,0,0,0,0,0,1
231,17,Hart,90,MCI,CRY,1,0,1,0,0,0,0,6
30,17,Guzan,90,AVL,MUN,0,1,8,0,1,0,0,3
155,17,McGregor,90,HUL,SWA,0,1,2,0,0,0,0,2
318,17,Green,90,QPR,WBA,0,2,4,0,0,0,0,2
560,17,Forster,90,SOU,EVE,1,0,4,0,0,0,0,7
364,17,Lloris,90,TOT,BUR,0,1,4,0,0,0,0,3
498,17,Adrián,90,WHU,LEI,1,0,4,0,0,0,0,7
423,17,Pantilimon,90,SUN,NEW,1,0,7,0,0,0,2,10
1,17,Szczesny,90,ARS,LIV,0,2,8,0,0,0,0,3
636,17,Alnwick,90,NEW,SUN,0,1,2,0,0,0,0,2
555,17,Jones,90,LIV,ARS,0,2,1,0,0,0,0,1
78,17,Courtois,90,CHE,STK,1,0,2,0,0,0,0,6
395,17,Begovic,90,STK,CHE,0,2,4,0,0,0,0,2
498,18,Adrián,90,WHU,CHE,0,2,7,0,0,0,0,3
200,18,Mignolet,75,LIV,BUR,1,0,0,0,0,0,0,6
555,18,Jones,15,LIV,BUR,0,0,0,0,0,0,0,1
560,18,Forster,90,SOU,CRY,0,1,3,0,0,0,0,3
395,18,Begovic,90,STK,EVE,1,0,4,0,0,0,1,8
364,18,Lloris,90,TOT,LEI,0,1,5,0,0,0,0,3
636,18,Alnwick,90,NEW,MUN,0,3,1,0,0,0,0,1
155,18,McGregor,90,HUL,SUN,0,1,1,0,0,0,0,2
30,18,Guzan,90,AVL,SWA,0,1,1,0,0,0,0,2
231,18,Hart,90,MCI,WBA,0,1,5,0,0,0,0,3
318,18,Green,90,QPR,ARS,0,2,3,1,0,0,0,7
78,18,Courtois,90,CHE,WHU,1,0,0,0,0,0,0,6
58,18,Heaton,90,BUR,LIV,0,1,2,0,0,0,0,2
104,18,Speroni,90,CRY,SOU,0,3,3,0,0,0,0,2
130,18,Howard,45,EVE,STK,0,1,1,0,0,0,0,1
131,18,Robles,45,EVE,STK,0,0,0,0,0,0,0,1
179,18,Hamer,90,LEI,TOT,0,2,1,0,0,0,0,1
257,18,de Gea,90,MUN,NEW,0,1,3,0,0,0,0,3
423,18,Pantilimon,90,SUN,HUL,0,3,2,0,0,0,0,1
448,18,Fabianski,90,SWA,AVL,1,0,3,0,0,0,0,7
477,18,Foster,90,WBA,MCI,0,3,2,0,0,0,0,1
1,18,Szczesny,90,ARS,QPR,0,1,1,0,0,0,0,2
257,19,de Gea,90,MUN,TOT,1,0,4,0,0,0,2,9
78,19,Courtois,90,CHE,SOU,0,1,0,0,0,0,0,2
423,19,Pantilimon,90,SUN,AVL,1,0,4,0,0,0,0,7
179,19,Hamer,90,LEI,HUL,1,0,4,0,0,0,1,8
58,19,Heaton,90,BUR,MCI,0,2,4,0,0,0,0,2
104,19,Speroni,90,CRY,QPR,1,0,2,0,0,0,0,6
477,19,Foster,90,WBA,STK,0,2,1,0,0,0,0,1
1,19,Szczesny,90,ARS,WHU,0,1,3,0,0,0,0,3
131,19,Robles,90,EVE,NEW,0,3,3,0,0,0,0,2
364,19,Lloris,90,TOT,MUN,1,0,5,0,0,0,3,10
560,19,Forster,90,SOU,CHE,0,1,0,0,0,0,0,2
30,19,Guzan,90,AVL,SUN,1,0,3,0,0,0,0,7
155,19,McGregor,90,HUL,LEI,0,1,1,0,0,0,0,2
231,19,Hart,90,MCI,BUR,0,2,1,0,0,0,0,1
318,19,Green,90,QPR,CRY,1,0,3,0,0,0,3,10
395,19,Begovic,90,STK,WBA,1,0,4,0,0,0,1,8
498,19,Adrián,90,WHU,ARS,0,2,5,0,0,0,0,2
636,19,Alnwick,90,NEW,EVE,0,2,0,0,0,0,0,1
448,19,Fabianski,90,SWA,LIV,0,4,8,0,0,0,0,2
200,19,Mignolet,90,LIV,SWA,0,1,3,0,0,0,0,3
257,20,de Gea,90,MUN,STK,0,1,1,0,0,0,0,2
104,20,Speroni,90,CRY,AVL,1,0,3,0,0,0,0,7
131,20,Robles,90,EVE,HUL,0,2,3,0,0,0,0,2
179,20,Hamer,90,LEI,LIV,0,2,4,0,0,0,0,2
423,20,Pantilimon,90,SUN,MCI,0,3,9,0,0,0,0,4
58,20,Heaton,90,BUR,NEW,0,3,1,0,0,0,0,1
448,20,Fabianski,90,SWA,QPR,0,1,5,0,0,0,0,3
1,20,Szczesny,90,ARS,SOU,0,2,3,0,0,0,0,2
477,20,Foster,90,WBA,WHU,0,1,2,0,0,0,0,2
